frameno;frametime;cir_pos;color
46;0.019248008728;"[(877, 352), (588, 221)]";"[1, 1]"
47;0.0290899276733;"[(587, 215), (880, 348)]";"[1, 1]"
48;0.020751953125;"[(884, 343), (588, 209)]";"[1, 1]"
49;0.0190918445587;"[(586, 200)]";"[1]"
50;0.0193209648132;"[(891, 335), (585, 196)]";"[1, 1]"
51;0.0109350681305;"[(895, 334), (585, 191)]";"[1, 1]"
52;0.0118248462677;"[(584, 192)]";"[1]"
53;0.0117537975311;"[(583, 191), (902, 336)]";"[1, 1]"
54;0.0118169784546;"[(906, 337), (583, 190)]";"[1, 1]"
55;0.0116159915924;"[(581, 187), (910, 336)]";"[1, 1]"
56;0.011785030365;"[(915, 332), (580, 184)]";"[1, 1]"
57;0.0119578838348;"[(579, 177), (919, 329)]";"[1, 1]"
58;0.0116488933563;"[(922, 326), (578, 170)]";"[1, 1]"
59;0.011470079422;"[(927, 323), (578, 165)]";"[1, 1]"
60;0.0117120742798;"[(932, 321), (577, 160)]";"[1, 1]"
61;0.0121750831604;"[(577, 154), (937, 316)]";"[1, 1]"
62;0.0123929977417;"[(943, 316), (577, 150)]";"[1, 1]"
63;0.0112609863281;"[(950, 313), (579, 148)]";"[1, 1]"
64;0.0118069648743;"[(953, 313)]";"[1]"
65;0.0118610858917;"[(962, 309), (578, 138)]";"[1, 1]"
66;0.0116710662842;"[(966, 306), (579, 130)]";"[1, 1]"
67;0.011775970459;"[(971, 303), (579, 126)]";"[1, 1]"
68;0.0119218826294;"[(979, 299), (578, 120)]";"[1, 1]"
69;0.0115790367126;"[(983, 298), (578, 122)]";"[1, 1]"
70;0.0117189884186;"[(991, 292), (576, 107)]";"[1, 1]"
71;0.0116009712219;"[(578, 109), (994, 293)]";"[1, 1]"
72;0.0124740600586;"[(1000, 287), (578, 100)]";"[1, 1]"
73;0.0123400688171;"[(580, 96), (1006, 287)]";"[1, 1]"
74;0.0124158859253;"[(1013, 285), (582, 89)]";"[1, 1]"
75;0.0123178958893;"[(1020, 285), (580, 86)]";"[1, 1]"
76;0.012925863266;"[(1024, 282), (581, 80)]";"[1, 1]"
77;0.0127949714661;"[(1029, 281), (581, 77)]";"[1, 1]"
78;0.0131299495697;"[(1037, 281), (580, 77)]";"[1, 1]"
79;0.0130088329315;"[(581, 70), (1044, 281)]";"[1, 1]"
80;0.0131900310516;"[(1051, 277), (580, 65)]";"[1, 1]"
81;0.0134010314941;"[(1060, 273), (581, 61)]";"[1, 1]"
82;0.0143830776215;"[(1065, 280), (586, 61)]";"[1, 1]"
83;0.0130808353424;"[(588, 56), (1072, 282)]";"[1, 1]"
84;0.0130219459534;"[(1080, 281), (589, 55)]";"[1, 1]"
85;0.0134489536285;"[(591, 51), (1089, 281)]";"[1, 1]"
86;0.0130710601807;"[(1099, 276), (594, 45)]";"[1, 1]"
87;0.0128350257874;"[(597, 38), (1110, 273)]";"[1, 1]"
88;0.0128819942474;"[(604, 33), (1119, 267)]";"[1, 1]"
89;0.0129981040955;"[(610, 28), (1133, 266)]";"[1, 1]"
90;0.013078212738;"[(619, 25), (1147, 264)]";"[1, 1]"
91;0.0127449035645;"[(630, 21), (1170, 263)]";"[1, 1]"
92;0.0127789974213;"[(1189, 262)]";"[1]"
93;0.0140500068665;"[(1212, 259)]";"[1]"
94;0.0127248764038;"[(1240, 251)]";"[1]"
95;0.0126600265503;"[(1267, 252)]";"[1]"
96;0.0123870372772;"[]";"[]"
97;0.0124478340149;"[]";"[]"
98;0.0124518871307;"[]";"[]"
99;0.0124981403351;"[]";"[]"
100;0.012307882309;"[]";"[]"
101;0.0121459960938;"[]";"[]"
102;0.012501001358;"[]";"[]"
103;0.0121169090271;"[]";"[]"
104;0.0125811100006;"[]";"[]"
105;0.0134241580963;"[]";"[]"
106;0.0125851631165;"[]";"[]"
107;0.0122628211975;"[]";"[]"
108;0.012570142746;"[]";"[]"
109;0.0124540328979;"[]";"[]"
110;0.0125870704651;"[]";"[]"
111;0.0145220756531;"[]";"[]"
112;0.0127151012421;"[]";"[]"
113;0.0134570598602;"[]";"[]"
114;0.0138049125671;"[(512, 238)]";"[0]"
115;0.0132541656494;"[(539, 278)]";"[0]"
116;0.0130450725555;"[]";"[]"
117;0.0123419761658;"[]";"[]"
118;0.0133469104767;"[]";"[]"
119;0.0127069950104;"[]";"[]"
120;0.0151288509369;"[]";"[]"
121;0.0130360126495;"[]";"[]"
122;0.0145139694214;"[(695, 161)]";"[0]"
123;0.0131559371948;"[]";"[]"
124;0.0128040313721;"[]";"[]"
125;0.0127389431;"[]";"[]"
126;0.0132291316986;"[]";"[]"
127;0.0128810405731;"[]";"[]"
128;0.0135080814362;"[(537, 230)]";"[1]"
129;0.0133349895477;"[(1093, 273), (574, 233)]";"[0, 1]"
130;0.0133090019226;"[(615, 223)]";"[1]"
131;0.0131649971008;"[(658, 211)]";"[1]"
132;0.0134570598602;"[(1074, 45), (703, 206)]";"[0, 1]"
133;0.0132160186768;"[(753, 199)]";"[1]"
134;0.0129330158234;"[(805, 198)]";"[1]"
135;0.012946844101;"[(847, 188)]";"[1]"
136;0.0130259990692;"[(903, 177)]";"[1]"
137;0.0126459598541;"[(965, 171)]";"[1]"
138;0.0129470825195;"[(1033, 162)]";"[1]"
139;0.0124731063843;"[(1077, 148)]";"[1]"
140;0.012727022171;"[(1148, 135)]";"[1]"
141;0.0122931003571;"[]";"[]"
142;0.0130069255829;"[(659, 32), (1267, 100)]";"[0, 1]"
143;0.0122621059418;"[]";"[]"
144;0.0125329494476;"[]";"[]"
145;0.0122559070587;"[]";"[]"
146;0.0122430324554;"[]";"[]"
147;0.0122618675232;"[]";"[]"
148;0.0124409198761;"[]";"[]"
149;0.0123109817505;"[]";"[]"
150;0.0130529403687;"[]";"[]"
151;0.012521982193;"[(1031, 28)]";"[0]"
