frameno;frametime;cir_pos;color
40;0.0545427799225;"[(145.5, 357.5), (405.5, 330.5), (659.5, 278.5), (856.5, 347.5)]";"[0, 1, 1, 1]"
41;0.0494430065155;"[(403.5, 330.5), (736.5, 283.5)]";"[1, 1]"
42;0.0533819198608;"[(130.5, 359.5), (736.5, 284.5)]";"[0, 1]"
43;0.0667707920074;"[(737.5, 283.5), (400.5, 331.5)]";"[1, 1]"
44;0.0891489982605;"[(116.5, 354.5), (860.5, 346.5), (658.5, 275.5), (398.5, 330.5)]";"[0, 1, 1, 1]"
45;0.0785140991211;"[(658.5, 272.5), (395.5, 326.5), (860.5, 344.5)]";"[1, 1, 1]"
46;0.0771989822388;"[(658.5, 269.5), (392.5, 322.5), (861.5, 342.5)]";"[1, 1, 1]"
47;0.0879800319672;"[(737.5, 272.5)]";"[1]"
48;0.0539021492004;"[(657.5, 268.5), (388.5, 322.5), (865.5, 341.5)]";"[1, 1, 1]"
49;0.0703639984131;"[(657.5, 270.5), (865.5, 343.5), (385.5, 324.5)]";"[1, 1, 1]"
50;0.0920848846436;"[(383.5, 325.5), (656.5, 270.5), (866.5, 344.5)]";"[1, 1, 1]"
51;0.0584261417389;"[(380.5, 325.5), (696.5, 355.5), (867.5, 344.5)]";"[1, 1, 1]"
52;0.0656769275665;"[(378.5, 325.5), (653.5, 269.5), (869.5, 344.5)]";"[1, 1, 1]"
53;0.0712609291077;"[(39.5, 351.5), (375.5, 326.5), (655.5, 271.5), (870.5, 344.5)]";"[0, 1, 1, 1]"
54;0.0816550254822;"[(870.5, 347.5), (654.5, 272.5), (371.5, 327.5)]";"[1, 1, 1]"
55;0.0538709163666;"[(24.5, 357.5), (652.5, 274.5), (369.5, 331.5), (871.5, 349.5)]";"[0, 1, 1, 1]"
56;0.0700569152832;"[(366.5, 333.5), (873.5, 351.5), (652.5, 275.5)]";"[1, 1, 1]"
57;0.0843348503113;"[(363.5, 334.5), (651.5, 275.5), (872.5, 352.5)]";"[1, 1, 1]"
58;0.0591888427734;"[(361.5, 335.5), (650.5, 275.5), (874.5, 351.5)]";"[1, 1, 1]"
59;0.0698020458221;"[(358.5, 335.5), (739.5, 279.5)]";"[1, 1]"
60;0.0554859638214;"[(649.5, 271.5), (355.5, 331.5), (877.5, 349.5)]";"[1, 1, 1]"
61;0.0705990791321;"[(352.5, 328.5), (880.5, 348.5), (694.5, 361.5)]";"[1, 1, 1]"
62;0.0908970832825;"[(650.5, 264.5), (349.5, 325.5), (882.5, 345.5)]";"[1, 1, 1]"
63;0.0874848365784;"[(740.5, 265.5), (345.5, 323.5), (883.5, 341.5)]";"[1, 1, 1]"
64;0.0596268177032;"[(343.5, 319.5), (884.5, 339.5), (650.5, 258.5)]";"[1, 1, 1]"
65;0.0657620429993;"[(339.5, 316.5), (885.5, 337.5), (647.5, 255.5)]";"[1, 1, 1]"
66;0.0820260047913;"[(741.5, 259.5), (337.5, 315.5), (887.5, 338.5)]";"[1, 1, 1]"
67;0.054801940918;"[(334.5, 314.5), (647.5, 253.5)]";"[1, 1]"
68;0.0738210678101;"[(330.5, 316.5), (890.5, 339.5), (647.5, 253.5)]";"[1, 1, 1]"
69;0.0574979782104;"[(692.5, 355.5), (327.5, 316.5), (891.5, 339.5)]";"[1, 1, 1]"
70;0.0531771183014;"[(646.5, 254.5), (892.5, 341.5), (323.5, 316.5)]";"[1, 1, 1]"
71;0.0595109462738;"[(742.5, 258.5), (319.5, 317.5), (894.5, 342.5)]";"[1, 1, 1]"
72;0.0537741184235;"[(896.5, 339.5), (316.5, 314.5), (644.5, 250.5)]";"[1, 1, 1]"
73;0.0624589920044;"[(312.5, 312.5), (643.5, 248.5), (897.5, 338.5)]";"[1, 1, 1]"
74;0.0735280513763;"[(643.5, 247.5), (309.5, 312.5), (900.5, 337.5)]";"[1, 1, 1]"
75;0.0529320240021;"[(305.5, 310.5), (644.5, 245.5), (901.5, 335.5)]";"[1, 1, 1]"
76;0.0736720561981;"[(643.5, 244.5), (301.5, 309.5), (903.5, 337.5)]";"[1, 1, 1]"
77;0.0531861782074;"[(641.5, 244.5), (298.5, 310.5), (905.5, 337.5)]";"[1, 1, 1]"
78;0.0629110336304;"[(294.5, 310.5), (641.5, 243.5), (907.5, 337.5)]";"[1, 1, 1]"
79;0.0695559978485;"[(291.5, 309.5), (641.5, 243.5), (909.5, 339.5)]";"[1, 1, 1]"
80;0.090546131134;"[(287.5, 307.5), (641.5, 241.5), (912.5, 339.5)]";"[1, 1, 1]"
81;0.0808429718018;"[(746.5, 246.5), (282.5, 307.5), (912.5, 338.5)]";"[1, 1, 1]"
82;0.0603950023651;"[(916.5, 337.5), (279.5, 304.5), (640.5, 238.5)]";"[1, 1, 1]"
83;0.0691931247711;"[(639.5, 236.5), (273.5, 304.5), (917.5, 336.5)]";"[1, 1, 1]"
84;0.0861649513245;"[(269.5, 303.5), (747.5, 241.5), (919.5, 335.5)]";"[1, 1, 1]"
85;0.0664138793945;"[(638.5, 233.5), (265.5, 303.5)]";"[1, 1]"
86;0.087217092514;"[(260.5, 304.5), (637.5, 233.5), (924.5, 337.5)]";"[1, 1, 1]"
87;0.0576930046082;"[(255.5, 305.5), (636.5, 232.5), (926.5, 337.5)]";"[1, 1, 1]"
88;0.0747570991516;"[(635.5, 231.5), (250.5, 304.5), (928.5, 336.5)]";"[1, 1, 1]"
89;0.0526309013367;"[(749.5, 236.5), (930.5, 334.5), (246.5, 303.5)]";"[1, 1, 1]"
90;0.0778741836548;"[(750.5, 234.5), (240.5, 301.5), (934.5, 333.5)]";"[1, 1, 1]"
91;0.057746887207;"[(235.5, 299.5), (750.5, 229.5), (936.5, 330.5)]";"[1, 1, 1]"
92;0.0761821269989;"[(938.5, 331.5), (633.5, 223.5), (229.5, 301.5)]";"[1, 1, 1]"
93;0.0568299293518;"[(752.5, 228.5), (225.5, 298.5)]";"[1, 1]"
94;0.0605969429016;"[(220.5, 297.5), (945.5, 332.5), (631.5, 222.5)]";"[1, 1, 1]"
95;0.0514461994171;"[(947.5, 333.5), (753.5, 226.5), (214.5, 297.5)]";"[1, 1, 1]"
96;0.0540769100189;"[(213.5, 346.5), (207.5, 296.5), (629.5, 218.5), (949.5, 332.5), (712.5, 356.5)]";"[0, 1, 1, 1, 1]"
97;0.0694849491119;"[(628.5, 214.5), (953.5, 331.5), (203.5, 293.5), (712.5, 355.5)]";"[1, 1, 1, 1]"
98;0.0888938903809;"[(202.5, 342.5), (196.5, 292.5), (755.5, 219.5)]";"[0, 1, 1]"
99;0.0564041137695;"[(626.5, 210.5), (192.5, 289.5), (958.5, 327.5), (712.5, 354.5)]";"[1, 1, 1, 1]"
100;0.0777509212494;"[(625.5, 207.5), (185.5, 288.5), (961.5, 327.5), (711.5, 354.5)]";"[1, 1, 1, 1]"
101;0.0540888309479;"[(965.5, 328.5), (757.5, 213.5), (179.5, 289.5)]";"[1, 1, 1]"
102;0.0763118267059;"[(968.5, 329.5), (623.5, 206.5), (177.5, 294.5), (685.5, 356.5)]";"[1, 1, 1, 1]"
103;0.087916135788;"[(170.5, 344.5), (971.5, 329.5), (621.5, 204.5), (165.5, 289.5), (711.5, 358.5)]";"[0, 1, 1, 1, 1]"
104;0.0628390312195;"[(975.5, 329.5), (620.5, 204.5), (163.5, 293.5), (711.5, 358.5)]";"[1, 1, 1, 1]"
105;0.0734360218048;"[(978.5, 328.5), (760.5, 209.5), (150.5, 290.5)]";"[1, 1, 1]"
106;0.0927619934082;"[(150.5, 344.5), (982.5, 326.5), (143.5, 285.5), (619.5, 199.5), (684.5, 356.5)]";"[0, 1, 1, 1, 1]"
107;0.0857808589935;"[(760.5, 202.5), (985.5, 325.5), (134.5, 285.5), (710.5, 356.5)]";"[1, 1, 1, 1]"
108;0.062567949295;"[(989.5, 323.5), (762.5, 199.5), (127.5, 285.5), (710.5, 355.5)]";"[1, 1, 1, 1]"
109;0.0688560009003;"[(993.5, 322.5), (762.5, 195.5), (118.5, 282.5), (683.5, 354.5)]";"[1, 1, 1, 1]"
110;0.0563900470734;"[(119.5, 337.5), (997.5, 321.5), (762.5, 194.5), (117.5, 283.5)]";"[0, 1, 1, 1]"
111;0.0685579776764;"[(763.5, 191.5), (1001.5, 320.5), (103.5, 278.5), (709.5, 355.5)]";"[1, 1, 1, 1]"
112;0.0554490089417;"[(611.5, 183.5), (1005.5, 319.5), (92.5, 280.5)]";"[1, 1, 1]"
113;0.0585579872131;"[(609.5, 181.5), (1010.5, 320.5), (92.5, 282.5), (709.5, 356.5)]";"[1, 1, 1, 1]"
114;0.0643539428711;"[(84.5, 343.5), (1012.5, 322.5), (607.5, 176.5), (81.5, 281.5)]";"[0, 1, 1, 1]"
115;0.0783669948578;"[(1017.5, 321.5), (608.5, 175.5), (682.5, 356.5), (74.5, 279.5), (769.5, 184.5)]";"[1, 1, 1, 1, 1]"
116;0.0595870018005;"[(1024.5, 315.5), (604.5, 167.5), (767.5, 181.5), (65.5, 277.5), (682.5, 354.5)]";"[1, 1, 1, 1, 1]"
117;0.0693171024323;"[(56.5, 337.5), (769.5, 174.5), (1029.5, 314.5), (603.5, 168.5), (54.5, 273.5), (681.5, 354.5)]";"[0, 1, 1, 1, 1, 1]"
118;0.0547840595245;"[(1034.5, 311.5), (602.5, 162.5), (45.5, 271.5), (771.5, 169.5), (708.5, 352.5)]";"[1, 1, 1, 1, 1]"
119;0.0666072368622;"[(1039.5, 308.5), (601.5, 155.5), (34.5, 265.5), (771.5, 165.5), (708.5, 350.5)]";"[1, 1, 1, 1, 1]"
120;0.0877480506897;"[(26.5, 329.5), (1045.5, 307.5), (599.5, 150.5), (773.5, 158.5), (24.5, 261.5)]";"[0, 1, 1, 1, 1]"
121;0.0866098403931;"[(1051.5, 305.5), (775.5, 154.5), (597.5, 149.5), (11.5, 259.5), (708.5, 349.5)]";"[1, 1, 1, 1, 1]"
122;0.0858521461487;"[(1055.5, 307.5), (597.5, 144.5), (775.5, 150.5), (680.5, 348.5)]";"[1, 1, 1, 1]"
123;0.0561270713806;"[(1063.5, 303.5), (774.5, 147.5), (594.5, 139.5), (707.5, 349.5)]";"[1, 1, 1, 1]"
124;0.0765669345856;"[(1069.5, 303.5), (593.5, 138.5), (777.5, 149.5)]";"[1, 1, 1]"
125;0.0542418956757;"[(1076.5, 306.5), (778.5, 144.5), (590.5, 134.5), (679.5, 353.5)]";"[1, 1, 1, 1]"
126;0.0694561004639;"[(1082.5, 305.5), (782.5, 143.5), (590.5, 135.5), (706.5, 356.5)]";"[1, 1, 1, 1]"
127;0.0517568588257;"[(1087.5, 307.5), (588.5, 132.5), (781.5, 139.5), (678.5, 356.5)]";"[1, 1, 1, 1]"
128;0.0737991333008;"[(1095.5, 307.5), (584.5, 125.5), (782.5, 140.5), (706.5, 358.5)]";"[1, 1, 1, 1]"
129;0.0843651294708;"[(1104.5, 304.5), (582.5, 126.5), (784.5, 130.5), (705.5, 358.5)]";"[1, 1, 1, 1]"
130;0.0722990036011;"[(785.5, 129.5), (578.5, 111.5), (1114.5, 300.5)]";"[1, 1, 1]"
131;0.0831348896027;"[(578.5, 109.5), (790.5, 118.5), (1121.5, 296.5)]";"[1, 1, 1]"
132;0.0596160888672;"[(1127.5, 295.5), (787.5, 107.5), (573.5, 103.5), (677.5, 350.5)]";"[1, 1, 1, 1]"
133;0.0621731281281;"[(572.5, 94.5), (1138.5, 286.5), (791.5, 100.5)]";"[1, 1, 1]"
134;0.0683588981628;"[(99.5, 297.5), (570.5, 86.5), (1146.5, 287.5), (794.5, 95.5), (705.5, 348.5)]";"[0, 1, 1, 1, 1]"
135;0.0800278186798;"[(1156.5, 284.5), (566.5, 78.5), (795.5, 86.5), (704.5, 347.5)]";"[1, 1, 1, 1]"
136;0.0914680957794;"[(1168.5, 280.5), (797.5, 81.5), (560.5, 75.5)]";"[1, 1, 1]"
137;0.0858678817749;"[(1162.5, 334.5), (560.5, 70.5), (1179.5, 280.5), (799.5, 81.5), (704.5, 349.5)]";"[0, 1, 1, 1, 1]"
138;0.0877280235291;"[(1189.5, 277.5), (556.5, 62.5), (801.5, 67.5), (704.5, 350.5)]";"[1, 1, 1, 1]"
139;0.0565571784973;"[(554.5, 58.5), (1198.5, 280.5), (802.5, 70.5), (703.5, 352.5)]";"[1, 1, 1, 1]"
140;0.0681929588318;"[(551.5, 51.5), (805.5, 61.5), (1214.5, 275.5)]";"[1, 1, 1]"
141;0.0712277889252;"[(1223.5, 274.5), (809.5, 54.5), (547.5, 45.5)]";"[1, 1, 1]"
142;0.0878779888153;"[(1240.5, 270.5), (538.5, 34.5), (810.5, 45.5)]";"[1, 1, 1]"
143;0.0865290164948;"[(1255.5, 262.5), (539.5, 23.5), (811.5, 33.5)]";"[1, 1, 1]"
144;0.0603530406952;"[(1267.5, 263.5), (817.5, 28.5), (532.5, 12.5), (702.5, 350.5)]";"[1, 1, 1, 1]"
145;0.0623290538788;"[(818.5, 18.5), (528.5, 12.5), (672.5, 353.5)]";"[1, 1, 1]"
146;0.0695259571075;"[(821.5, 11.5), (523.5, 3.5)]";"[1, 1]"
147;0.0713090896606;"[(700.5, 357.5), (823.5, 8.5)]";"[1, 1]"
148;0.0555181503296;"[(670.5, 353.5)]";"[1]"
149;0.0692460536957;"[(670.5, 348.5)]";"[1]"
150;0.0842349529266;"[(763.5, 364.5)]";"[1]"
151;0.0592498779297;"[(699.5, 342.5)]";"[1]"
152;0.0543370246887;"[(670.5, 341.5)]";"[1]"
153;0.063649892807;"[(764.5, 366.5)]";"[1]"
154;0.0820679664612;"[]";"[]"
155;0.0557670593262;"[]";"[]"
156;0.0545039176941;"[(1110.5, 379.5), (668.5, 349.5)]";"[1, 1]"
157;0.0670938491821;"[(698.5, 348.5)]";"[1]"
158;0.0838301181793;"[(698.5, 347.5)]";"[1]"
159;0.0847508907318;"[(668.5, 346.5), (1132.5, 375.5)]";"[1, 1]"
160;0.0932230949402;"[(1141.5, 374.5), (667.5, 345.5)]";"[1, 1]"
161;0.0644819736481;"[(666.5, 344.5)]";"[1]"
162;0.053286075592;"[(763.5, 365.5), (1157.5, 373.5)]";"[1, 1]"
163;0.0639350414276;"[(763.5, 369.5)]";"[1]"
164;0.080705165863;"[(764.5, 370.5), (1177.5, 378.5)]";"[1, 1]"
165;0.0792140960693;"[(765.5, 370.5)]";"[1]"
166;0.0615620613098;"[(699.5, 348.5), (1199.5, 374.5)]";"[1, 1]"
167;0.0632030963898;"[(768.5, 364.5), (219.5, 311.5)]";"[1, 1]"
168;0.0549311637878;"[(701.5, 346.5), (1224.5, 372.5)]";"[1, 1]"
169;0.0678231716156;"[(672.5, 346.5)]";"[1]"
170;0.0890469551086;"[]";"[]"
171;0.0562150478363;"[(705.5, 350.5)]";"[1]"
172;0.0528509616852;"[]";"[]"
173;0.066987991333;"[(676.5, 353.5)]";"[1]"
174;0.0548710823059;"[(708.5, 354.5)]";"[1]"
175;0.0612769126892;"[]";"[]"
176;0.0744349956512;"[(679.5, 351.5)]";"[1]"
177;0.0536141395569;"[(680.5, 349.5)]";"[1]"
178;0.0713379383087;"[]";"[]"
179;0.0525720119476;"[(712.5, 354.5)]";"[1]"
180;0.0666370391846;"[]";"[]"
181;0.0512669086456;"[(681.5, 354.5)]";"[1]"
182;0.0642609596252;"[(682.5, 351.5)]";"[1]"
183;0.0510931015015;"[(682.5, 348.5)]";"[1]"
184;0.0671010017395;"[(682.5, 346.5)]";"[1]"
185;0.0748739242554;"[]";"[]"
186;0.0592498779297;"[(786.5, 370.5)]";"[1]"
187;0.0663681030273;"[(104.5, 311.5)]";"[0]"
188;0.0860722064972;"[(715.5, 352.5)]";"[1]"
189;0.0565121173859;"[(683.5, 351.5)]";"[1]"
190;0.0527231693268;"[]";"[]"
191;0.0504062175751;"[(684.5, 347.5)]";"[1]"
192;0.0708718299866;"[(717.5, 349.5)]";"[1]"
193;0.0819761753082;"[(570.5, 364.5)]";"[1]"
194;0.0566320419312;"[(684.5, 349.5)]";"[1]"
195;0.0666830539703;"[(684.5, 349.5)]";"[1]"
196;0.0862300395966;"[(684.5, 347.5)]";"[1]"
197;0.0584590435028;"[]";"[]"
198;0.065719127655;"[(685.5, 347.5)]";"[1]"
199;0.0664060115814;"[(685.5, 347.5)]";"[1]"
200;0.086189031601;"[(685.5, 346.5)]";"[1]"
201;0.0784661769867;"[(685.5, 345.5)]";"[1]"
202;0.0631210803986;"[(567.5, 358.5)]";"[1]"
203;0.0746209621429;"[(685.5, 342.5)]";"[1]"
204;0.0901980400085;"[]";"[]"
205;0.0815949440002;"[]";"[]"
206;0.0775740146637;"[(720.5, 344.5)]";"[1]"
207;0.0531120300293;"[(720.5, 344.5)]";"[1]"
208;0.0740530490875;"[(720.5, 344.5)]";"[1]"
209;0.0528509616852;"[(686.5, 342.5)]";"[1]"
210;0.0633909702301;"[(686.5, 341.5)]";"[1]"
211;0.0700399875641;"[(564.5, 359.5)]";"[1]"
212;0.0746710300446;"[(721.5, 344.5)]";"[1]"
213;0.0853378772736;"[(721.5, 345.5)]";"[1]"
214;0.0591900348663;"[(721.5, 347.5)]";"[1]"
215;0.0500650405884;"[(685.5, 347.5)]";"[1]"
216;0.0664231777191;"[(562.5, 364.5), (44.5, 289.5)]";"[1, 1]"
217;0.0496850013733;"[(685.5, 345.5)]";"[1]"
218;0.0532310009003;"[(685.5, 345.5)]";"[1]"
219;0.066123008728;"[(685.5, 344.5)]";"[1]"
220;0.0780529975891;"[(685.5, 342.5)]";"[1]"
221;0.0823528766632;"[(685.5, 342.5)]";"[1]"
222;0.0589330196381;"[(558.5, 359.5)]";"[1]"
223;0.0496218204498;"[(684.5, 341.5)]";"[1]"
224;0.0725810527802;"[(432.5, 370.5), (556.5, 361.5)]";"[0, 1]"
225;0.0519871711731;"[(683.5, 343.5)]";"[1]"
226;0.071475982666;"[]";"[]"
227;0.0825130939484;"[(426.5, 371.5), (683.5, 345.5)]";"[0, 1]"
228;0.0934951305389;"[(553.5, 364.5), (720.5, 347.5)]";"[1, 1]"
229;0.0649259090424;"[]";"[]"
230;0.0545251369476;"[(552.5, 364.5)]";"[1]"
231;0.0697159767151;"[(617.5, 404.5), (682.5, 345.5)]";"[0, 1]"
232;0.0927059650421;"[]";"[]"
233;0.0562429428101;"[(549.5, 361.5)]";"[1]"
234;0.0539889335632;"[(549.5, 361.5)]";"[1]"
235;0.049576997757;"[(548.5, 360.5)]";"[1]"
236;0.0541851520538;"[(681.5, 339.5)]";"[1]"
237;0.0694010257721;"[(681.5, 336.5)]";"[1]"
238;0.0565490722656;"[]";"[]"
239;0.068696975708;"[(719.5, 335.5)]";"[1]"
240;0.0899109840393;"[(679.5, 335.5)]";"[1]"
241;0.0846831798553;"[(679.5, 339.5)]";"[1]"
242;0.0705001354218;"[(718.5, 343.5), (542.5, 361.5)]";"[1, 1]"
243;0.0559718608856;"[(678.5, 345.5)]";"[1]"
244;0.0567739009857;"[]";"[]"
245;0.0605750083923;"[(539.5, 367.5)]";"[1]"
246;0.0525929927826;"[(677.5, 347.5)]";"[1]"
247;0.0501308441162;"[(601.5, 397.5), (677.5, 345.5)]";"[0, 1]"
248;0.0668249130249;"[]";"[]"
249;0.0537102222443;"[(677.5, 340.5)]";"[1]"
250;0.0622091293335;"[(676.5, 339.5)]";"[1]"
251;0.0695269107819;"[]";"[]"
252;0.0909140110016;"[(594.5, 387.5), (716.5, 337.5)]";"[0, 1]"
253;0.0550949573517;"[(581.5, 407.5), (675.5, 339.5)]";"[0, 1]"
254;0.0525419712067;"[(674.5, 341.5)]";"[1]"
255;0.0678298473358;"[]";"[]"
256;0.0709450244904;"[(673.5, 341.5)]";"[1]"
257;0.0642509460449;"[]";"[]"
258;0.0535480976105;"[(715.5, 338.5)]";"[1]"
259;0.0512411594391;"[(672.5, 337.5)]";"[1]"
260;0.0671470165253;"[]";"[]"
261;0.0610728263855;"[]";"[]"
262;0.0549650192261;"[(670.5, 339.5)]";"[1]"
263;0.0637459754944;"[(418.5, 369.5), (669.5, 338.5)]";"[0, 1]"
264;0.0679430961609;"[(669.5, 336.5)]";"[1]"
265;0.0812108516693;"[(669.5, 335.5)]";"[1]"
266;0.0553059577942;"[(669.5, 334.5)]";"[1]"
267;0.0638239383698;"[]";"[]"
268;0.0701220035553;"[(667.5, 333.5)]";"[1]"
269;0.0509858131409;"[(667.5, 333.5)]";"[1]"
270;0.0702819824219;"[(667.5, 333.5)]";"[1]"
271;0.0675461292267;"[(667.5, 334.5)]";"[1]"
272;0.0551240444183;"[(711.5, 336.5)]";"[1]"
273;0.0500111579895;"[(711.5, 336.5)]";"[1]"
274;0.107923030853;"[(665.5, 334.5)]";"[1]"
275;0.0673530101776;"[(710.5, 334.5)]";"[1]"
276;0.0697150230408;"[(664.5, 334.5)]";"[1]"
277;0.0626180171967;"[(710.5, 335.5)]";"[1]"
278;0.0563499927521;"[(663.5, 334.5)]";"[1]"
279;0.0653820037842;"[(663.5, 334.5)]";"[1]"
280;0.0712509155273;"[(662.5, 331.5)]";"[1]"
281;0.0607969760895;"[(497.5, 352.5), (661.5, 329.5)]";"[1, 1]"
282;0.0660040378571;"[(661.5, 329.5), (495.5, 352.5)]";"[1, 1]"
283;0.0580880641937;"[(660.5, 331.5)]";"[1]"
284;0.0631499290466;"[(659.5, 333.5)]";"[1]"
285;0.0517158508301;"[(659.5, 334.5), (491.5, 357.5)]";"[1, 1]"
286;0.0704519748688;"[(707.5, 334.5), (489.5, 356.5)]";"[1, 1]"
287;0.0620858669281;"[(152.5, 361.5), (658.5, 332.5)]";"[1, 1]"
288;0.0694918632507;"[(707.5, 331.5), (486.5, 353.5)]";"[1, 1]"
289;0.058867931366;"[(706.5, 331.5), (485.5, 353.5)]";"[1, 1]"
290;0.0658760070801;"[]";"[]"
291;0.0632839202881;"[]";"[]"
292;0.0686500072479;"[(657.5, 330.5)]";"[1]"
293;0.0619609355927;"[(707.5, 329.5), (480.5, 351.5)]";"[1, 1]"
294;0.0723559856415;"[(656.5, 326.5)]";"[1]"
295;0.0561020374298;"[(656.5, 326.5)]";"[1]"
296;0.0745351314545;"[(819.5, 358.5), (477.5, 349.5), (656.5, 324.5)]";"[1, 1, 1]"
297;0.0707168579102;"[(655.5, 323.5)]";"[1]"
298;0.0581679344177;"[(656.5, 321.5)]";"[1]"
299;0.0505378246307;"[(656.5, 321.5), (823.5, 354.5)]";"[1, 1]"
300;0.0546159744263;"[(709.5, 323.5)]";"[1]"
301;0.0603649616241;"[(825.5, 358.5), (657.5, 326.5)]";"[1, 1]"
302;0.0671410560608;"[(826.5, 360.5)]";"[1]"
303;0.0678169727325;"[(710.5, 329.5)]";"[1]"
304;0.0853350162506;"[(829.5, 360.5)]";"[1]"
305;0.0557460784912;"[(658.5, 325.5), (469.5, 351.5)]";"[1, 1]"
306;0.0525848865509;"[(713.5, 322.5)]";"[1]"
307;0.0622048377991;"[(468.5, 346.5)]";"[1]"
308;0.0586059093475;"[(834.5, 353.5), (659.5, 318.5)]";"[1, 1]"
309;0.0745429992676;"[(466.5, 344.5), (714.5, 318.5)]";"[1, 1]"
310;0.0723061561584;"[(660.5, 318.5), (465.5, 345.5)]";"[1, 1]"
311;0.0605888366699;"[(660.5, 319.5), (838.5, 354.5)]";"[1, 1]"
312;0.0585548877716;"[(840.5, 354.5), (463.5, 347.5), (660.5, 319.5)]";"[1, 1, 1]"
313;0.0676560401917;"[(842.5, 354.5)]";"[1]"
314;0.0681591033936;"[(662.5, 316.5), (462.5, 344.5)]";"[1, 1]"
315;0.0805389881134;"[(461.5, 342.5), (662.5, 314.5)]";"[1, 1]"
316;0.0726330280304;"[(720.5, 315.5), (460.5, 343.5)]";"[1, 1]"
317;0.0644841194153;"[(664.5, 317.5), (460.5, 344.5)]";"[1, 1]"
318;0.0649099349976;"[(664.5, 317.5), (62.5, 352.5)]";"[1, 1]"
319;0.0760138034821;"[(665.5, 317.5), (853.5, 354.5)]";"[1, 1]"
